gene,normal_n,normal_mean,normal_sd,normal_sd_used
MIR4701,113,0.014630973451327434,0.11004486348080139,0.11004486348080139
RP3-523C21.2,113,2.2119876106194694,0.8164527119904503,0.8164527119904503
MIR4703,113,0.0,0.0,1e-08
ZNF736P3Y,113,0.0,0.0,1e-08
RP11-3L10.2,113,0.0,0.0,1e-08
AC133104.2,113,0.0,0.0,1e-08
RP11-713D19.1,113,0.41382123893805306,0.5276343641419229,0.5276343641419229
SBF1P1,113,0.03677787610619469,0.2107737267335829,0.2107737267335829
RP11-351I21.7,113,0.5118300884955754,0.7342204037136645,0.7342204037136645
RP11-351I21.6,113,0.7929345132743361,0.8815677258815998,0.8815677258815998
RP11-542K23.10,113,0.0,0.0,1e-08
AC234917.1,113,0.0,0.0,1e-08
VMP1,113,12.310431858407078,0.6725006127540339,0.6725006127540339
PPIAP9,113,0.20967079646017708,0.38171215260076535,0.38171215260076535
