Gene_pair,Number of appearances as partners in the same branch,Rank of number of appearances as partners in the same branch,Branch,Start_gene,Finish_gene
WISP1_0___CSMD3,3,15801.0,0,WISP1,CSMD3
LETM2_0___CCDC166,3,15801.0,0,LETM2,CCDC166
RNA5SP276_0___RYR2,3,15801.0,0,RNA5SP276,RYR2
WISP1_0___SPTA1,3,15801.0,0,WISP1,SPTA1
RNA5SP276_0___AHCTF1,3,15801.0,0,RNA5SP276,AHCTF1
RNA5SP276_0___NOTCH2,3,15801.0,0,RNA5SP276,NOTCH2
WISP1_0___TMEM75,3,15801.0,0,WISP1,TMEM75
BAI1_0___MTSS1,3,15801.0,0,BAI1,MTSS1
BAI1_0___SIPA1L2,3,15801.0,0,BAI1,SIPA1L2
BAI1_0___MTBP,3,15801.0,0,BAI1,MTBP
BAI1_0___RNF139,3,15801.0,0,BAI1,RNF139
CDH17_0___FMN2,3,15801.0,0,CDH17,FMN2
RNA5SP276_0___FAM135B,3,15801.0,0,RNA5SP276,FAM135B
BAI1_0___EIF3H,3,15801.0,0,BAI1,EIF3H
BAI1_0___PCAT1,3,15801.0,0,BAI1,PCAT1
TRIB1_0___TCHH,3,15801.0,0,TRIB1,TCHH
BAI1_0___ADSS,3,15801.0,0,BAI1,ADSS
BAI1_0___LRRC6,3,15801.0,0,BAI1,LRRC6
BAI1_0___TACC1,3,15801.0,0,BAI1,TACC1
CDH17_0___SLC52A2,3,15801.0,0,CDH17,SLC52A2
BAI1_0___RUNX1T1,3,15801.0,0,BAI1,RUNX1T1
TRIB1_0___NLRP3,3,15801.0,0,TRIB1,NLRP3
BAI1_0___RN7SL350P,3,15801.0,0,BAI1,RN7SL350P
BAI1_0___OR13G1,3,15801.0,0,BAI1,OR13G1
TRIB1_0___OR2L3,3,15801.0,0,TRIB1,OR2L3
RNA5SP276_0___ZFAT,3,15801.0,0,RNA5SP276,ZFAT
TRIB1_0___COL14A1,3,15801.0,0,TRIB1,COL14A1
TRIB1_0___GRHL2,3,15801.0,0,TRIB1,GRHL2
RNA5SP276_0___OR2T34,3,15801.0,0,RNA5SP276,OR2T34
snoU13|ENSG00000238901.1_1___TTN,3,15801.0,1,snoU13|ENSG00000238901.1,TTN
BAI1_1___KCNU1,3,15801.0,1,BAI1,KCNU1
TRIB1_0___RIMS2,3,15801.0,0,TRIB1,RIMS2
TRIB1_0___PLEKHA6,3,15801.0,0,TRIB1,PLEKHA6
BAI1_0___FAM91A1,3,15801.0,0,BAI1,FAM91A1
BAI1_1___ORAOV1,3,15801.0,1,BAI1,ORAOV1
TRIB1_0___PDE4DIP,3,15801.0,0,TRIB1,PDE4DIP
BAI1_1___GATA3,3,15801.0,1,BAI1,GATA3
TRIB1_0___OR2T34,3,15801.0,0,TRIB1,OR2T34
CDH17_0___HSF1,3,15801.0,0,CDH17,HSF1
BAI1_0___LRP12,3,15801.0,0,BAI1,LRP12
TRIQK_0___COL22A1,3,15801.0,0,TRIQK,COL22A1
CDH17_0___CA14,3,15801.0,0,CDH17,CA14
ESRP1_0___MYEOV,3,15801.0,0,ESRP1,MYEOV
INTS8_0___COL14A1,3,15801.0,0,INTS8,COL14A1
INTS8_0___LRP12,3,15801.0,0,INTS8,LRP12
DESI2_0___SHANK2,3,15801.0,0,DESI2,SHANK2
ESRP1_0___VPS13B,3,15801.0,0,ESRP1,VPS13B
ESRP1_0___ORAOV1,3,15801.0,0,ESRP1,ORAOV1
DESI2_0___DENND3,3,15801.0,0,DESI2,DENND3
DESI2_0___ENPP2,3,15801.0,0,DESI2,ENPP2
INTS8_0___ADSS,3,15801.0,0,INTS8,ADSS
ESRP1_0___LINC00536,3,15801.0,0,ESRP1,LINC00536
DESI2_0___USH2A,3,15801.0,0,DESI2,USH2A
DESI2_0___PDE4DIP,3,15801.0,0,DESI2,PDE4DIP
INTS8_0___FGFR1,3,15801.0,0,INTS8,FGFR1
INTS8_0___KHDRBS3,3,15801.0,0,INTS8,KHDRBS3
DESI2_0___MYC,3,15801.0,0,DESI2,MYC
INTS8_0___LYST,3,15801.0,0,INTS8,LYST
ESRP1_0___TTN,3,15801.0,0,ESRP1,TTN
INTS8_0___TRIM67,3,15801.0,0,INTS8,TRIM67
INTS8_1___RUNX1T1,3,15801.0,1,INTS8,RUNX1T1
INTS8_0___SLC30A8,3,15801.0,0,INTS8,SLC30A8
TMEM67_0___TP53,3,15801.0,0,TMEM67,TP53
ESRP1_0___PLEC,3,15801.0,0,ESRP1,PLEC
INTS8_0___KMO,3,15801.0,0,INTS8,KMO
ASH1L_0___GDF6,3,15801.0,0,ASH1L,GDF6
ESRP1_0___PCNXL2,3,15801.0,0,ESRP1,PCNXL2
DESI2_0___ANO1,3,15801.0,0,DESI2,ANO1
INTS8_1___MYC,3,15801.0,1,INTS8,MYC
DESI2_0___CSMD1,3,15801.0,0,DESI2,CSMD1
ESRP1_0___ADCY8,3,15801.0,0,ESRP1,ADCY8
ESRP1_0___MYC,3,15801.0,0,ESRP1,MYC
INTS8_0___CPSF1,3,15801.0,0,INTS8,CPSF1
ESRP1_0___BAI1,3,15801.0,0,ESRP1,BAI1
INTS8_0___TBC1D31,3,15801.0,0,INTS8,TBC1D31
DESI2_0___PVT1,3,15801.0,0,DESI2,PVT1
ESRP1_0___HSF1,3,15801.0,0,ESRP1,HSF1
DESI2_0___NOTCH2,3,15801.0,0,DESI2,NOTCH2
ESRP1_0___TARBP1,3,15801.0,0,ESRP1,TARBP1
DESI2_0___RN7SL350P,3,15801.0,0,DESI2,RN7SL350P
INTS8_0___MIR30D,3,15801.0,0,INTS8,MIR30D
COL14A1_0___ADCY8,2,21320.0,0,COL14A1,ADCY8
PPFIA1_0___TSPYL5,2,21320.0,0,PPFIA1,TSPYL5
CA14_0___ARNT,2,21320.0,0,CA14,ARNT
RUNX1T1_1___NOTCH2,2,21320.0,1,RUNX1T1,NOTCH2
CCDC166_0___USH2A,2,21320.0,0,CCDC166,USH2A
GRHL2_0___TACC1,2,21320.0,0,GRHL2,TACC1
LRRC6_0___IRF2BP2,2,21320.0,0,LRRC6,IRF2BP2
EPPK1_0___NOV,2,21320.0,0,EPPK1,NOV
CA14_0___TFB2M,2,21320.0,0,CA14,TFB2M
CNBD1_0___CCND1,2,21320.0,0,CNBD1,CCND1
EPPK1_0___OPLAH,2,21320.0,0,EPPK1,OPLAH
CA14_0___TMEM67,2,21320.0,0,CA14,TMEM67
EPPK1_0___MIR1208,2,21320.0,0,EPPK1,MIR1208
RUNX1T1_0___ASH1L,2,21320.0,0,RUNX1T1,ASH1L
GRHL2_0___RUNX1T1,2,21320.0,0,GRHL2,RUNX1T1
COL14A1_0___FMN2,2,21320.0,0,COL14A1,FMN2
ZNF496_0___USH2A,2,21320.0,0,ZNF496,USH2A
CA14_0___LRP12,2,21320.0,0,CA14,LRP12
CNBD1_0___PDP1,2,21320.0,0,CNBD1,PDP1
TRIB1_0___ADSS,2,21320.0,0,TRIB1,ADSS
TACC1_0___MTBP,2,21320.0,0,TACC1,MTBP
CNBD1_0___RNF139,2,21320.0,0,CNBD1,RNF139
LRRC6_0___RAB11FIP1,2,21320.0,0,LRRC6,RAB11FIP1
TAF2_0___FMN2,2,21320.0,0,TAF2,FMN2
RUNX1T1_0___FLG2,2,21320.0,0,RUNX1T1,FLG2
CNBD1_1___CDH17,2,21320.0,1,CNBD1,CDH17
EPPK1_0___RN7SL350P,2,21320.0,0,EPPK1,RN7SL350P
TRIB1_0___ADCK5,2,21320.0,0,TRIB1,ADCK5
LRRC6_0___PKHD1L1,2,21320.0,0,LRRC6,PKHD1L1
CA14_1___OBSCN,2,21320.0,1,CA14,OBSCN
TRIB1_0___TRIQK,2,21320.0,0,TRIB1,TRIQK
RUNX1T1_0___PCAT1,2,21320.0,0,RUNX1T1,PCAT1
CA14_0___DPY19L4,2,21320.0,0,CA14,DPY19L4
TAF2_0___MYEOV,2,21320.0,0,TAF2,MYEOV
EPPK1_0___SNX31,2,21320.0,0,EPPK1,SNX31
RUNX1T1_0___PPFIA1,2,21320.0,0,RUNX1T1,PPFIA1
TRIB1_0___EPPK1,2,21320.0,0,TRIB1,EPPK1
TRIB1_0___ZP4,2,21320.0,0,TRIB1,ZP4
TRIB1_0___UBR5,2,21320.0,0,TRIB1,UBR5
RUNX1T1_0___MIR30D,2,21320.0,0,RUNX1T1,MIR30D
RUNX1T1_1___TRPS1,2,21320.0,1,RUNX1T1,TRPS1
TACC1_0___WISP1,2,21320.0,0,TACC1,WISP1
CA14_1___ERBB2,2,21320.0,1,CA14,ERBB2
TRIB1_0___LRRC6,2,21320.0,0,TRIB1,LRRC6
TACC1_0___LRP12,2,21320.0,0,TACC1,LRP12
TRIB1_0___MIR30D,2,21320.0,0,TRIB1,MIR30D
EPPK1_0___KHDRBS3,2,21320.0,0,EPPK1,KHDRBS3
LRRC6_0___OR2B11,2,21320.0,0,LRRC6,OR2B11
GRHL2_0___TARS2,2,21320.0,0,GRHL2,TARS2
LRRC6_0___TRIM67,2,21320.0,0,LRRC6,TRIM67
MIR30D_0___SCRIB,2,21320.0,0,MIR30D,SCRIB
MIR30D_0___MIR548AA1,2,21320.0,0,MIR30D,MIR548AA1
MIR30D_0___FAM91A1,2,21320.0,0,MIR30D,FAM91A1
MIR30D_0___ARID4B,2,21320.0,0,MIR30D,ARID4B
EPPK1_0___BCL9,2,21320.0,0,EPPK1,BCL9
COL14A1_0___TMEM74,2,21320.0,0,COL14A1,TMEM74
CNBD1_0___CPSF1,2,21320.0,0,CNBD1,CPSF1
CA14_0___ACTN2,2,21320.0,0,CA14,ACTN2
PPFIA1_0___TRIB1,2,21320.0,0,PPFIA1,TRIB1
LRRC6_0___GLI4,2,21320.0,0,LRRC6,GLI4
MIR30D_0___OR2L2,2,21320.0,0,MIR30D,OR2L2
CCDC166_0___TMEM74,2,21320.0,0,CCDC166,TMEM74
CCDC166_0___ZFPM2,2,21320.0,0,CCDC166,ZFPM2
ZNF496_0___CSMD3,2,21320.0,0,ZNF496,CSMD3
ZNF496_0___ENPP2,2,21320.0,0,ZNF496,ENPP2
MIR30D_0___KMO,2,21320.0,0,MIR30D,KMO
CA14_0___ABRA,2,21320.0,0,CA14,ABRA
RUNX1T1_0___OR2B11,2,21320.0,0,RUNX1T1,OR2B11
RUNX1T1_0___TFB2M,2,21320.0,0,RUNX1T1,TFB2M
CA14_0___SDCCAG8,2,21320.0,0,CA14,SDCCAG8
RUNX1T1_0___RNA5SP276,2,21320.0,0,RUNX1T1,RNA5SP276
CA14_0___ARHGAP39,2,21320.0,0,CA14,ARHGAP39
PPFIA1_0___ZNF496,2,21320.0,0,PPFIA1,ZNF496
CNBD1_1___TCHH,2,21320.0,1,CNBD1,TCHH
CCDC166_0___PKHD1L1,2,21320.0,0,CCDC166,PKHD1L1
RUNX1T1_0___TBC1D31,2,21320.0,0,RUNX1T1,TBC1D31
ZNF496_0___HMCN1,2,21320.0,0,ZNF496,HMCN1
CNBD1_1___TARS2,2,21320.0,1,CNBD1,TARS2
CNBD1_1___OR2T33,2,21320.0,1,CNBD1,OR2T33
MIR30D_1___PIK3CA,2,21320.0,1,MIR30D,PIK3CA
ZNF496_0___ERLIN2,2,21320.0,0,ZNF496,ERLIN2
GRHL2_0___MIR30D,2,21320.0,0,GRHL2,MIR30D
GRHL2_0___PPFIA1,2,21320.0,0,GRHL2,PPFIA1
EPPK1_0___MTSS1,2,21320.0,0,EPPK1,MTSS1
LRRC6_0___PDE4DIP,2,21320.0,0,LRRC6,PDE4DIP
PPFIA1_0___MATN2,2,21320.0,0,PPFIA1,MATN2
EPPK1_0___SHANK2,2,21320.0,0,EPPK1,SHANK2
LRRC6_0___MYC,2,21320.0,0,LRRC6,MYC
NCALD_0___TMEM75,2,21320.0,0,NCALD,TMEM75
LRRC6_0___TBC1D31,2,21320.0,0,LRRC6,TBC1D31
COL14A1_0___PLEKHF2,2,21320.0,0,COL14A1,PLEKHF2
PPFIA1_1___RAD54B,2,21320.0,1,PPFIA1,RAD54B
CNBD1_1___OPLAH,2,21320.0,1,CNBD1,OPLAH
PPFIA1_0___BRF2,2,21320.0,0,PPFIA1,BRF2
EPPK1_0___ASH1L,2,21320.0,0,EPPK1,ASH1L
RUNX1T1_1___INTS8,2,21320.0,1,RUNX1T1,INTS8
LRRC6_0___CCDC166,2,21320.0,0,LRRC6,CCDC166
LRRC6_0___RUNX1T1,2,21320.0,0,LRRC6,RUNX1T1
LRRC6_0___TACC1,2,21320.0,0,LRRC6,TACC1
LRRC6_0___PPFIA1,2,21320.0,0,LRRC6,PPFIA1
CNBD1_0___SIPA1L2,2,21320.0,0,CNBD1,SIPA1L2
CA14_0___KIF26B,2,21320.0,0,CA14,KIF26B
GRHL2_0___PCNXL2,2,21320.0,0,GRHL2,PCNXL2
RUNX1T1_0___EPPK1,2,21320.0,0,RUNX1T1,EPPK1
CA14_0___KMO,2,21320.0,0,CA14,KMO
TAF2_0___GSDMC,2,21320.0,0,TAF2,GSDMC
NCALD_0___OR2T1,2,21320.0,0,NCALD,OR2T1
TACC1_1___RYR2,2,21320.0,1,TACC1,RYR2
LRRC6_0___CA14,2,21320.0,0,LRRC6,CA14
TRIB1_0___GLI4,2,21320.0,0,TRIB1,GLI4
CNBD1_0___DPY19L4,2,21320.0,0,CNBD1,DPY19L4
COL14A1_0___TARBP1,2,21320.0,0,COL14A1,TARBP1
RUNX1T1_0___SNX31,2,21320.0,0,RUNX1T1,SNX31
RUNX1T1_0___HEATR1,2,21320.0,0,RUNX1T1,HEATR1
CA14_1___TTN,2,21320.0,1,CA14,TTN
CA14_1___TRPS1,2,21320.0,1,CA14,TRPS1
CCDC166_0___CDC42BPA,2,21320.0,0,CCDC166,CDC42BPA
PPFIA1_0___OR2T27,2,21320.0,0,PPFIA1,OR2T27
CCDC166_0___RNA5SP276,2,21320.0,0,CCDC166,RNA5SP276
TAF2_0___KIAA1429,2,21320.0,0,TAF2,KIAA1429
GRHL2_0___RNA5SP276,2,21320.0,0,GRHL2,RNA5SP276
PPFIA1_0___CPQ,2,21320.0,0,PPFIA1,CPQ
RUNX1T1_0___RNF139,2,21320.0,0,RUNX1T1,RNF139
TAF2_0___WISP1,2,21320.0,0,TAF2,WISP1
RUNX1T1_0___MTBP,2,21320.0,0,RUNX1T1,MTBP
RUNX1T1_0___SIPA1L2,2,21320.0,0,RUNX1T1,SIPA1L2
PPFIA1_0___EXO1,2,21320.0,0,PPFIA1,EXO1
CNBD1_1___NLRP3,2,21320.0,1,CNBD1,NLRP3
TAF2_0___BCL9,2,21320.0,0,TAF2,BCL9
RUNX1T1_0___ECM1,2,21320.0,0,RUNX1T1,ECM1
PPFIA1_0___DCSTAMP,2,21320.0,0,PPFIA1,DCSTAMP
TACC1_0___ANO1,2,21320.0,0,TACC1,ANO1
PPFIA1_0___CDH17,2,21320.0,0,PPFIA1,CDH17
CA14_1___PVT1,2,21320.0,1,CA14,PVT1
CNBD1_1___OR2L8,2,21320.0,1,CNBD1,OR2L8
RUNX1T1_0___CYP11B1,2,21320.0,0,RUNX1T1,CYP11B1
TAF2_0___ZFAT,2,21320.0,0,TAF2,ZFAT
PPFIA1_0___snoU13|ENSG00000238901.1,2,21320.0,0,PPFIA1,snoU13|ENSG00000238901.1
TAF2_0___TARS2,2,21320.0,0,TAF2,TARS2
RUNX1T1_0___FAM91A1,2,21320.0,0,RUNX1T1,FAM91A1
TAF2_1___GATA3,2,21320.0,1,TAF2,GATA3
LRRC6_0___CDC42BPA,2,21320.0,0,LRRC6,CDC42BPA
TAF2_0___MTSS1,2,21320.0,0,TAF2,MTSS1
PPFIA1_0___MIR1208,2,21320.0,0,PPFIA1,MIR1208
TAF2_0___LYST,2,21320.0,0,TAF2,LYST
PPFIA1_0___RN7SKP226,2,21320.0,0,PPFIA1,RN7SKP226
CA14_0___GRHL2,2,21320.0,0,CA14,GRHL2
ZNF496_0___FLG2,2,21320.0,0,ZNF496,FLG2
RUNX1T1_0___NOV,2,21320.0,0,RUNX1T1,NOV
CA14_0___ZNF496,2,21320.0,0,CA14,ZNF496
PPFIA1_0___RN7SL563P,2,21320.0,0,PPFIA1,RN7SL563P
CA14_1___CSMD3,2,21320.0,1,CA14,CSMD3
CCDC166_0___CA14,2,21320.0,0,CCDC166,CA14
CCDC166_0___TACC1,2,21320.0,0,CCDC166,TACC1
CNBD1_1___SDC2,2,21320.0,1,CNBD1,SDC2
CCDC166_0___GRHL2,2,21320.0,0,CCDC166,GRHL2
CA14_1___ERLIN2,2,21320.0,1,CA14,ERLIN2
LRRC6_0___OR2AK2,2,21320.0,0,LRRC6,OR2AK2
LRRC6_0___ASH1L,2,21320.0,0,LRRC6,ASH1L
PPFIA1_0___FAM91A1,2,21320.0,0,PPFIA1,FAM91A1
ZNF496_0___CA14,2,21320.0,0,ZNF496,CA14
CNBD1_1___SLC45A4,2,21320.0,1,CNBD1,SLC45A4
CA14_0___VPS13B,2,21320.0,0,CA14,VPS13B
TAF2_0___MIR548AA1,2,21320.0,0,TAF2,MIR548AA1
ZNF496_0___OXR1,2,21320.0,0,ZNF496,OXR1
CNBD1_0___ZNF250,2,21320.0,0,CNBD1,ZNF250
CCDC166_0___OXR1,2,21320.0,0,CCDC166,OXR1
CNBD1_1___CPSF1,2,21320.0,1,CNBD1,CPSF1
CCDC166_0___ADCK5,2,21320.0,0,CCDC166,ADCK5
TACC1_0___FAM135B,2,21320.0,0,TACC1,FAM135B
TACC1_0___OXR1,2,21320.0,0,TACC1,OXR1
RUNX1T1_0___KIAA1429,2,21320.0,0,RUNX1T1,KIAA1429
EPPK1_1___OR2L2,2,21320.0,1,EPPK1,OR2L2
TRIB1_1___FLG,2,21320.0,1,TRIB1,FLG
PPFIA1_0___ANXA13,2,21320.0,0,PPFIA1,ANXA13
LRRC6_0___ORAOV1,2,21320.0,0,LRRC6,ORAOV1
EPPK1_0___KMO,2,21320.0,0,EPPK1,KMO
ZNF496_0___WHSC1L1,2,21320.0,0,ZNF496,WHSC1L1
RUNX1T1_0___ZHX1,2,21320.0,0,RUNX1T1,ZHX1
RUNX1T1_0___AKT3,2,21320.0,0,RUNX1T1,AKT3
CCDC166_0___TRIM67,2,21320.0,0,CCDC166,TRIM67
CCDC166_0___FLG2,2,21320.0,0,CCDC166,FLG2
ZNF496_0___SDCCAG8,2,21320.0,0,ZNF496,SDCCAG8
TACC1_0___DENND3,2,21320.0,0,TACC1,DENND3
TRIB1_0___ATAD2,2,21320.0,0,TRIB1,ATAD2
RUNX1T1_0___EIF3H,2,21320.0,0,RUNX1T1,EIF3H
ZNF496_0___ZP4,2,21320.0,0,ZNF496,ZP4
CNBD1_0___TP53INP1,2,21320.0,0,CNBD1,TP53INP1
CCDC166_0___OR2L2,2,21320.0,0,CCDC166,OR2L2
TACC1_0___OC90,2,21320.0,0,TACC1,OC90
TAF2_0___PKHD1L1,2,21320.0,0,TAF2,PKHD1L1
PPFIA1_0___BCL9,2,21320.0,0,PPFIA1,BCL9
RUNX1T1_0___FGF4,2,21320.0,0,RUNX1T1,FGF4
CNBD1_0___MIR1208,2,21320.0,0,CNBD1,MIR1208
LRRC6_0___MYEOV,2,21320.0,0,LRRC6,MYEOV
EPPK1_0___CYP11B1,2,21320.0,0,EPPK1,CYP11B1
COL14A1_0___KCNQ3,2,21320.0,0,COL14A1,KCNQ3
CNBD1_0___PARP10,2,21320.0,0,CNBD1,PARP10
LRRC6_0___FMN2,2,21320.0,0,LRRC6,FMN2
ZNF496_0___ABRA,2,21320.0,0,ZNF496,ABRA
ZNF496_0___KCNU1,2,21320.0,0,ZNF496,KCNU1
RUNX1T1_1___OBSCN,2,21320.0,1,RUNX1T1,OBSCN
TRIB1_0___GPR137B,2,21320.0,0,TRIB1,GPR137B
CCDC166_0___FAM135B,2,21320.0,0,CCDC166,FAM135B
TAF2_0___RECQL4,2,21320.0,0,TAF2,RECQL4
ZNF496_0___TMEM75,2,21320.0,0,ZNF496,TMEM75
GRHL2_0___ZNF251,2,21320.0,0,GRHL2,ZNF251
EPPK1_1___PCNXL2,2,21320.0,1,EPPK1,PCNXL2
PPFIA1_0___snoU13|ENSG00000238372.1,2,21320.0,0,PPFIA1,snoU13|ENSG00000238372.1
TAF2_0___CDH17,2,21320.0,0,TAF2,CDH17
CA14_1___IRF2BP2,2,21320.0,1,CA14,IRF2BP2
EPPK1_1___SPTA1,2,21320.0,1,EPPK1,SPTA1
PPFIA1_0___KIAA1429,2,21320.0,0,PPFIA1,KIAA1429
PPFIA1_0___CYP11B2,2,21320.0,0,PPFIA1,CYP11B2
CNBD1_1___AHCTF1,2,21320.0,1,CNBD1,AHCTF1
TAF2_0___PCNXL2,2,21320.0,0,TAF2,PCNXL2
EPPK1_1___MYEOV,2,21320.0,1,EPPK1,MYEOV
TRIB1_1___TTN,2,21320.0,1,TRIB1,TTN
CA14_1___COL14A1,2,21320.0,1,CA14,COL14A1
CA14_1___GLI4,2,21320.0,1,CA14,GLI4
TRIB1_0___RNF139,2,21320.0,0,TRIB1,RNF139
EPPK1_1___GATA3,2,21320.0,1,EPPK1,GATA3
TAF2_0___TMEM74,2,21320.0,0,TAF2,TMEM74
LRRC6_0___OBSCN,2,21320.0,0,LRRC6,OBSCN
TRIB1_0___OR2T33,2,21320.0,0,TRIB1,OR2T33
TAF2_0___OR14A16,2,21320.0,0,TAF2,OR14A16
EPPK1_1___PIK3CA,2,21320.0,1,EPPK1,PIK3CA
EPPK1_0___LRP12,2,21320.0,0,EPPK1,LRP12
RUNX1T1_0___CYP11B2,2,21320.0,0,RUNX1T1,CYP11B2
PPFIA1_0___EXT1,2,21320.0,0,PPFIA1,EXT1
CNBD1_1___COL22A1,2,21320.0,1,CNBD1,COL22A1
RUNX1T1_0___OPLAH,2,21320.0,0,RUNX1T1,OPLAH
CA14_1___ZNF703,2,21320.0,1,CA14,ZNF703
CA14_1___HMCN1,2,21320.0,1,CA14,HMCN1
LRRC6_0___POU5F1B,2,21320.0,0,LRRC6,POU5F1B
COL14A1_0___ZNF251,2,21320.0,0,COL14A1,ZNF251
ZNF496_0___NDUFB9,2,21320.0,0,ZNF496,NDUFB9
RUNX1T1_0___BAI1,2,21320.0,0,RUNX1T1,BAI1
TRIB1_0___ERBB2,2,21320.0,0,TRIB1,ERBB2
EPPK1_0___ARC,2,21320.0,0,EPPK1,ARC
TACC1_0___HHLA1,2,21320.0,0,TACC1,HHLA1
GRHL2_0___KMO,2,21320.0,0,GRHL2,KMO
RUNX1T1_0___RAB11FIP1,2,21320.0,0,RUNX1T1,RAB11FIP1
COL14A1_1___SDC2,2,21320.0,1,COL14A1,SDC2
MIR30D_0___RECQL4,2,21320.0,0,MIR30D,RECQL4
NCALD_0___ZFPM2,2,21320.0,0,NCALD,ZFPM2
NCALD_0___TMEM74,2,21320.0,0,NCALD,TMEM74
EPPK1_0___BAI1,2,21320.0,0,EPPK1,BAI1
CNBD1_0___NECAB1,2,21320.0,0,CNBD1,NECAB1
GRHL2_0___FGF19,2,21320.0,0,GRHL2,FGF19
NCALD_0___CSMD1,2,21320.0,0,NCALD,CSMD1
GRHL2_0___TMEM71,2,21320.0,0,GRHL2,TMEM71
TRHR_0___GRHL2,2,21320.0,0,TRHR,GRHL2
TACC1_1___GRHL2,2,21320.0,1,TACC1,GRHL2
TACC1_0___PLEC,2,21320.0,0,TACC1,PLEC
RUNX1T1_0___ZNF623,2,21320.0,0,RUNX1T1,ZNF623
NCALD_0___OR2T34,2,21320.0,0,NCALD,OR2T34
TACC1_0___FER1L6,2,21320.0,0,TACC1,FER1L6
COL14A1_1___RN7SL350P,2,21320.0,1,COL14A1,RN7SL350P
GRHL2_0___KIAA0196,2,21320.0,0,GRHL2,KIAA0196
TRIB1_0___ASH1L,2,21320.0,0,TRIB1,ASH1L
NCALD_0___TRHR,2,21320.0,0,NCALD,TRHR
CNBD1_0___KIF26B,2,21320.0,0,CNBD1,KIF26B
MIR30D_0___CDH17,2,21320.0,0,MIR30D,CDH17
NCALD_0___PPFIA1,2,21320.0,0,NCALD,PPFIA1
TRHR_0___GLI4,2,21320.0,0,TRHR,GLI4
TACC1_0___OR2C3,2,21320.0,0,TACC1,OR2C3
GRHL2_0___FAM91A1,2,21320.0,0,GRHL2,FAM91A1
NCALD_0___BAI1,2,21320.0,0,NCALD,BAI1
RUNX1T1_0___IRF2BP2,2,21320.0,0,RUNX1T1,IRF2BP2
ZNF496_1___USH2A,2,21320.0,1,ZNF496,USH2A
NCALD_0___PVT1,2,21320.0,0,NCALD,PVT1
NCALD_0___BAG4,2,21320.0,0,NCALD,BAG4
ZNF496_1___FAM135B,2,21320.0,1,ZNF496,FAM135B
MIR30D_0___OR2T27,2,21320.0,0,MIR30D,OR2T27
RUNX1T1_0___TARS2,2,21320.0,0,RUNX1T1,TARS2
GRHL2_1___SPTA1,2,21320.0,1,GRHL2,SPTA1
EPPK1_0___VPS13B,2,21320.0,0,EPPK1,VPS13B
GRHL2_1___MYEOV,2,21320.0,1,GRHL2,MYEOV
NCALD_0___SLC26A7,2,21320.0,0,NCALD,SLC26A7
ZNF496_1___NIPAL2,2,21320.0,1,ZNF496,NIPAL2
GRHL2_1___RYR2,2,21320.0,1,GRHL2,RYR2
NCALD_0___AHCTF1,2,21320.0,0,NCALD,AHCTF1
TRIB1_0___COL22A1,2,21320.0,0,TRIB1,COL22A1
GRHL2_1___TTN,2,21320.0,1,GRHL2,TTN
GRHL2_1___OBSCN,2,21320.0,1,GRHL2,OBSCN
GRHL2_1___ERBB2,2,21320.0,1,GRHL2,ERBB2
ZNF496_1___CNBD1,2,21320.0,1,ZNF496,CNBD1
NCALD_0___SLC52A2,2,21320.0,0,NCALD,SLC52A2
GRHL2_1___PLD5,2,21320.0,1,GRHL2,PLD5
GRHL2_0___CASC7,2,21320.0,0,GRHL2,CASC7
GRHL2_0___DPY19L4,2,21320.0,0,GRHL2,DPY19L4
NCALD_0___CPSF1,2,21320.0,0,NCALD,CPSF1
RUNX1T1_0___PCNXL2,2,21320.0,0,RUNX1T1,PCNXL2
NCALD_0___INTS8,2,21320.0,0,NCALD,INTS8
COL14A1_1___OXR1,2,21320.0,1,COL14A1,OXR1
ZNF496_1___GLI4,2,21320.0,1,ZNF496,GLI4
MIR30D_0___FGFR1,2,21320.0,0,MIR30D,FGFR1
CNBD1_0___TMEM71,2,21320.0,0,CNBD1,TMEM71
NCALD_0___MIR30D,2,21320.0,0,NCALD,MIR30D
GRHL2_0___OR2T1,2,21320.0,0,GRHL2,OR2T1
GRHL2_0___MTBP,2,21320.0,0,GRHL2,MTBP
TACC1_0___AHCTF1,2,21320.0,0,TACC1,AHCTF1
GRHL2_0___BAG4,2,21320.0,0,GRHL2,BAG4
CA14_0___GSDMC,2,21320.0,0,CA14,GSDMC
TACC1_0___NOTCH2,2,21320.0,0,TACC1,NOTCH2
TRHR_0___OR2T2,2,21320.0,0,TRHR,OR2T2
EPPK1_0___KCNU1,2,21320.0,0,EPPK1,KCNU1
NCALD_0___ANO1,2,21320.0,0,NCALD,ANO1
EPPK1_0___MYC,2,21320.0,0,EPPK1,MYC
TACC1_0___SLC52A2,2,21320.0,0,TACC1,SLC52A2
TRHR_0___OR2T3,2,21320.0,0,TRHR,OR2T3
GRHL2_0___ARC,2,21320.0,0,GRHL2,ARC
TRHR_0___CDH1,2,21320.0,0,TRHR,CDH1
TRHR_0___TG,2,21320.0,0,TRHR,TG
TRHR_0___RIMS2,2,21320.0,0,TRHR,RIMS2
EPPK1_0___ATP6V1C1,2,21320.0,0,EPPK1,ATP6V1C1
TACC1_0___BAI1,2,21320.0,0,TACC1,BAI1
RUNX1T1_0___VPS13B,2,21320.0,0,RUNX1T1,VPS13B
GRHL2_0___WISP1,2,21320.0,0,GRHL2,WISP1
