Gene_pair,tree_1,tree_2,tree_3,tree_4,tree_5,tree_6,tree_7,tree_8,tree_9,tree_10,tree_11,tree_12,tree_13,tree_14,tree_15,tree_16,tree_17,tree_18,tree_19,tree_20,beta_total
TRIM67_0___HSF1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,5
CSMD1_0___SPTA1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,5
TTN_0___CNBD1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,5
CSMD1_0___TCHH,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,5
BAI1_0___PLEC,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,5
MYEOV_0___RIMS2,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,5
MYEOV_0___BAI1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,5
ADCK5_0___ERBB2,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,5
CSMD1_0___TRPS1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,5
MYEOV_0___RAD54B,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,5
ADCK5_0___PIK3CA,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,5
OR2T3_0___PIK3CA,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,5
TP53_0___TRPS1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,5
FAM135B_0___PIK3CA,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,5
TBC1D31_0___TP53,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,5
TTN_1___PKHD1L1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,5
TP53_0___OXR1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,5
ZFPM2_0___TBC1D31,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,5
MYEOV_0___FLG,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,5
TTN_0___OR2T3,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,5
MYC_0___TP53,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,5
TTN_1___RYR2,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,5
ZFPM2_0___PKHD1L1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,5
TTN_0___OR2T33,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,5
ZFPM2_0___HSF1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,5
TRIM67_0___RIMS2,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,5
TTN_0___SLC52A2,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,5
TTN_1___FMN2,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,5
PPFIA1_0___CSMD1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5
PPFIA1_0___PKHD1L1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,5
PPFIA1_0___PIK3CA,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,5
TP53_0___RYR2,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5
ZFPM2_0___MYEOV,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,5
PKHD1L1_0___CSMD1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,5
ERBB2_0___TTN,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,5
TTN_0___ZP4,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,5
COL22A1_0___BAI1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,5
ZFPM2_0___VPS13B,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,5
TRIM67_0___SPTA1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,5
TTN_0___USH2A,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,5
PIK3CA_0___TP53,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,5
GRHL2_0___TARBP1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,5
TBC1D31_0___PIK3CA,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,5
ZP4_0___PIK3CA,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,5
PPFIA1_0___CDH1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,5
TTN_1___OR2AK2,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,5
TTN_0___TCHH,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,5
RN7SL350P_0___NDUFB9,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,5
PLEKHA6_0___CSMD1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,5
ZFPM2_0___ORAOV1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,5
COL22A1_0___CSMD3,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,5
CSMD1_0___AHCTF1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,5
TTN_0___OR2T1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,5
MYEOV_0___GLI4,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,5
PPFIA1_0___GPR137B,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,5
TP53_0___PLEKHA6,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,5
PPFIA1_1___CSMD1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,5
ADCK5_0___PLEC,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,5
TRIM67_0___ZNF670,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,5
CSMD1_0___BAALC,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,5
OR2T1_0___TP53,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,5
PPFIA1_0___GATA3,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,5
CNBD1_1___TP53,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5
TRIM67_0___OXR1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,5
ZFPM2_0___FER1L6,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,5
TTN_0___RN7SL350P,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,5
PPFIA1_0___ERLIN2,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,5
OR14K1_0___ANO1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,5
MYEOV_1___SPTA1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,5
TTN_0___RIMS2,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,5
PLEKHA6_0___CSMD3,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,5
PPFIA1_0___TRPS1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,5
PPFIA1_0___ERBB2,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,5
INTS8_0___OXR1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,5
CDH1_0___CSMD1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,5
OR2T3_0___CSMD3,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,5
ZFPM2_0___GLI4,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,5
PLEKHA6_0___NOTCH2,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,5
TRIM67_0___PLEC,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,5
ERBB2_0___TP53,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,5
BAALC_0___GATA3,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,4
PIK3CA_1___CDH1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4
ZFPM2_0___OR2T34,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,4
GPR137B_0___CDH1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,4
COL22A1_0___CDH1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,4
PKHD1L1_0___TP53,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,4
MYEOV_0___PVT1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,4
ZFPM2_0___PDE4DIP,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,4
BAALC_0___NOTCH2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,4
BAALC_0___OBSCN,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,4
NOTCH2_0___FER1L6,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,4
ZFPM2_0___RAD54B,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,4
SLC52A2_0___ANO1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,4
COL22A1_0___OXR1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,4
ZFPM2_0___PVT1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,4
BAG4_0___ERBB2,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,4
MYEOV_0___OR2T2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4
ZFPM2_0___PLEKHF2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,4
MYEOV_0___OR2T33,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,4
COL22A1_0___ORAOV1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,4
ZFPM2_0___PLEKHA6,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,4
OR14K1_0___PIK3CA,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,4
OBSCN_0___TP53,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,4
OR14K1_0___OXR1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,4
TRPS1_0___HHLA1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,4
ZFPM2_0___PLD5,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,4
MYEOV_0___PLD5,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4
BAALC_0___PIK3CA,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,4
OR14K1_0___OR2T3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,4
OR14K1_0___OBSCN,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,4
COL22A1_0___BAG4,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,4
TBC1D31_0___PLEC,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,4
COL22A1_0___OBSCN,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,4
MYEOV_0___RN7SL350P,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,4
MYC_0___NOTCH2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,4
COL22A1_0___CSMD1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,4
GPR137B_0___ZNF670,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,4
ZFPM2_0___INTS8,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,4
MYEOV_0___UBR5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,4
OR14K1_0___IRF2BP2,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,4
CYP11B1_0___ADCY8,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,4
CYP11B1_0___PVT1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,4
CYP11B1_0___CCDC166,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4
TBC1D31_0___CSMD3,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,4
MYEOV_1___FLG,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,4
OR2T1_0___PIK3CA,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,4
ASH1L_0___CSMD3,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4
CNBD1_1___TTN,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4
RYR2_0___TARBP1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,4
MYEOV_1___BAALC,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,4
CYP11B1_0___GATA3,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,4
CYP11B1_0___OR2AK2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4
TBC1D31_0___GATA3,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,4
CNBD1_1___ERBB2,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
ZFPM2_0___FMN2,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,4
CNBD1_1___FLG,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4
TBC1D31_0___KCNU1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,4
OXR1_0___SPTA1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4
NOTCH2_0___OBSCN,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,4
ZFPM2_0___CYP11B1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,4
ZFPM2_0___FLG,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,4
ZFPM2_0___DNAH14,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4
ASH1L_0___PIK3CA,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4
ZFPM2_0___ENPP2,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,4
TBC1D31_0___CDH1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,4
MYEOV_0___BAG4,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,4
RIMS2_0___GATA3,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,4
GRHL2_0___PIK3CA,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4
ZFPM2_0___OR2T3,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,4
BAALC_0___CSMD1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,4
ZFPM2_0___OR2AK2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,4
NOTCH2_0___TP53,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,4
MYEOV_0___RYR2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4
NOTCH2_0___TARBP1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,4
GPR137B_0___NDUFB9,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4
GPR137B_0___NOTCH2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,4
GPR137B_0___OBSCN,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,4
PIK3CA_0___TTN,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4
FAM135B_0___OXR1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,4
MYEOV_1___DNAH14,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,4
OR2T1_0___CSMD3,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,4
GPR137B_0___OXR1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4
OXR1_0___PIK3CA,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4
ZFPM2_0___NOTCH2,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,4
COL22A1_0___ERBB2,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,4
TBC1D31_0___MYEOV,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,4
MYEOV_0___TCHH,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,4
OBSCN_0___PIK3CA,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,4
ZFPM2_0___MYC,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,4
PLEKHA6_0___OXR1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4
GPR137B_0___SPTA1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4
PIK3CA_0___CDH1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,4
ZFPM2_0___LINC00536,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4
GPR137B_0___TCHH,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,4
GPR137B_0___TP53,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,4
PKHD1L1_0___PIK3CA,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,4
BAI1_0___RAD54B,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,4
TRIM67_0___ADCK5,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,4
TTN_1___TP53,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,4
CDH1_0___CSMD3,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,4
TRIM67_0___PLEKHF2,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,4
PPFIA1_0___ZNF670,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,4
OR2C3_0___AHCTF1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4
TCHH_0___PIK3CA,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4
TTN_1___VPS13B,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,4
MYEOV_0___INTS8,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4
TTN_0___MYEOV,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,4
SPTA1_0___TP53,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,4
MYEOV_0___HSF1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4
TTN_0___NDUFB9,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4
PPFIA1_0___RIMS2,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,4
TTN_1___PIK3CA,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4
PPFIA1_0___OXR1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4
PPFIA1_0___OR2T34,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,4
PPFIA1_0___OR2T3,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4
SPTA1_0___TTN,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,4
CSMD1_0___ANO1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,4
CSMD3_0___PIK3CA,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,4
TRIM67_0___OR2T34,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,4
PPFIA1_1___NOTCH2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4
TARBP1_0___HHLA1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,4
TARBP1_0___GATA3,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4
CSMD1_0___DNAH14,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4
CDH1_0___HMCN1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,4
MYEOV_0___CYP11B1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,4
FLG_0___TP53,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4
OR2C3_0___HSF1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,4
CSMD1_0___BAG4,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,4
FLG_0___PIK3CA,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4
CDH1_0___ERBB2,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,4
SPTA1_0___ORAOV1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,4
TTN_0___KHDRBS3,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,4
MYEOV_0___DNAH14,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4
ERBB2_0___PLEC,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,4
CSMD1_0___BAI1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,4
PPFIA1_0___OR2T2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4
TTN_1___OBSCN,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,4
TTN_1___NOTCH2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,4
TTN_0___SPTA1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4
TTN_1___ADCY8,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,4
PPFIA1_0___EFR3A,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4
PKHD1L1_0___GATA3,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,4
TTN_0___ZNF670,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,4
TTN_0___UBR5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,4
TTN_0___TARBP1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,4
TTN_0___TACC1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,4
MYEOV_0___FAM135B,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4
PPFIA1_0___OR2L3,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4
TTN_0___RAD54B,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,4
TTN_0___RAB11FIP1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,4
TCHH_0___TP53,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,4
TTN_0___PLEKHF2,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,4
TTN_0___OR2T34,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4
PPFIA1_0___CNBD1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4
TTN_0___PLD5,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,4
TTN_0___OR2T2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4
ERBB2_1___LRP12,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4
PPFIA1_0___FLG,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4
TTN_1___CCDC166,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4
OR2AK2_0___PIK3CA,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4
TRIM67_0___TARBP1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,4
PPFIA1_0___OBSCN,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,4
PKHD1L1_0___CSMD3,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,4
TTN_1___HMCN1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,4
PPFIA1_0___MYC,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,4
TRIM67_0___TP53,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,4
TTN_1___GATA3,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4
PPFIA1_0___HMCN1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,4
TTN_1___ENPP2,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,4
