Gene_pair,tree_1,tree_2,tree_3,tree_4,tree_5,tree_6,tree_7,tree_8,tree_9,tree_10,tree_11,tree_12,tree_13,tree_14,tree_15,tree_16,tree_17,tree_18,tree_19,tree_20,beta_total
PTK2_0___GLI4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
PTK2_1___RAB11FIP1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PCNXL2_0___TMEM71,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PCNXL2_0___RN7SKP226,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PTK2_1___HMCN1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
PTK2_1___CSMD3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
PCNXL2_0___RNF139,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PTK2_1___CPQ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PTK2_0___ZP4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PTK2_0___TTN,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
PTK2_0___TRPS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
PTK2_0___TP53,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PTK2_0___TARBP1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PTK2_0___SPTA1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
PTK2_0___SLC30A8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
PTK2_0___PIK3CA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
PTK2_0___ORAOV1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
PTK2_0___OBSCN,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PCNXL2_0___TAF2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PCNXL2_0___TARBP1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PTK2_0___KIAA1429,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PTK2_0___HMCN1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
ABRA_0___GATA3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
SPTA1_0___OXR1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
RN7SL350P_0___RNF139,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
TRPS1_0___INTS8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
TRPS1_0___KCNK9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
TRPS1_0___MYC,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
TRPS1_0___MYEOV,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
TRPS1_0___NDUFB9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
TRPS1_0___NOTCH2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
TRPS1_0___OR14K1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
TRPS1_0___OR2T1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
TRPS1_0___OR2T2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
TRPS1_0___OR2T3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
TRPS1_0___OXR1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
TRPS1_0___PCNXL2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
TRPS1_0___PLD5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
TRPS1_0___PVT1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
TRPS1_0___RAB11FIP1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
TRPS1_0___RAD21,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
TRPS1_0___IRF2BP2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
TRPS1_0___HSF1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
TRPS1_0___SHANK2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
TRPS1_0___HMCN1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
TRPS1_0___BAALC,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
TRPS1_0___BAI1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
TRPS1_0___BCL9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
TRPS1_0___CCDC166,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
TRPS1_0___CDH1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
TRPS1_0___COL14A1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
TRPS1_0___COL22A1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
TRPS1_0___CSMD1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
TRPS1_0___CYP11B1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
TRPS1_0___DENND3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
TRPS1_0___EFR3A,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
TRPS1_0___ERLIN2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
TRPS1_0___FLG2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
TRPS1_0___GPR137B,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
TRPS1_0___GSDMC,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
TRPS1_0___RYR2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
TRPS1_0___SLC30A8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
TRPS1_0___AHCTF1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
TRPS1_1___TTN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
TSNARE1_0___ADCK5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
TSNARE1_0___ADSS,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
TSNARE1_0___ANO1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
TSNARE1_0___BAALC,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
TSNARE1_0___BCL9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
TSNARE1_0___COL22A1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
TSNARE1_0___CSMD1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
TSNARE1_0___CSMD3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
TSNARE1_0___DENND3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
TSNARE1_0___EFR3A,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
TSNARE1_0___FER1L6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
TSNARE1_0___FLG2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
TSNARE1_0___GATA3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
TSNARE1_0___GPR137B,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
TSNARE1_0___GSDMC,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
TRPS1_1___VPS13B,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
TRPS1_1___TP53,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
TRPS1_0___SNX31,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
TRPS1_1___SHANK2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
TRPS1_0___TAF2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
TRPS1_0___TARBP1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
TRPS1_0___TG,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
TRPS1_0___TRAPPC9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
TRPS1_0___TRIM67,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
TRPS1_0___TSNARE1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
TRPS1_0___TTN,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
TRPS1_0___UBR5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
TRPS1_0___ZFAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
TRPS1_0___snoU13|ENSG00000238372.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
TRPS1_1___CNBD1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
TRPS1_1___ERBB2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
TRPS1_1___ERLIN2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
TRPS1_1___GATA3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
TRPS1_1___HEATR1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
TRPS1_0___ANGPT1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
TRPS1_0___ADSS,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
UBR5_0___ARC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
TRIM67_1___NIPAL2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
TRIM67_1___PIK3CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
TRIM67_1___SHANK2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
TRIM67_1___TTN,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
TRIM67_1___UBR5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
TRIM67_1___USH2A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
TRIM67_1___ZNF703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
TRIQK_0___ADCY8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
TRIQK_0___ARC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
TRIQK_0___ATP6V1C1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
TRIQK_0___BAG4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
TRIQK_0___BAI1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
TRIQK_0___CASC7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
TRIQK_0___CDH1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
TRIQK_0___COL14A1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
TRIQK_0___COL22A1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
TRIM67_1___NOTCH2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
TRIM67_1___HMCN1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
TRIQK_0___DENND3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
TRIM67_1___FLG,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
TRIM67_0___PPFIA1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
TRIM67_0___RECQL4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
TRIM67_0___RNA5SP276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
TRIM67_0___SETDB1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
TRIM67_0___SHARPIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
TRIM67_0___TARS2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
TRIM67_0___TMEM75,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
TRIM67_0___UBR5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
TRIM67_0___VPS13B,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
TRIM67_0___WHSC1L1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
TRIM67_0___ZFAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
TRIM67_1___AHCTF1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
TRIM67_1___CNBD1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
TRIM67_1___CSMD3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
TRIM67_1___DENND3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
TRIQK_0___CSMD3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
TRIQK_0___FLG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
TRPS1_0___ADCY8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
TRIQK_0___PLEKHA6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
TRIQK_0___RIMS2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
TRIQK_0___RNF139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
TRIQK_0___RUNX1T1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
TRIQK_0___SLC26A7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
TRIQK_0___SLC30A8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
TRIQK_0___SLC39A4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
TRIQK_0___SNTB1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
TRIQK_0___TARBP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
TRIQK_0___TBC1D31,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
TRIQK_0___TRPS1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
TRIQK_0___TTN,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
TRIQK_0___UBR5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
TRIQK_0___USH2A,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
TRIQK_0___ZFAT,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
TRPS1_0___ADCK5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
TRIQK_0___PVT1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
TRIQK_0___PLEC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
TRIQK_0___GATA3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
TRIQK_0___PLD5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
TRIQK_0___GDF6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
TRIQK_0___GRHL2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
TRIQK_0___HSF1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
TRIQK_0___KCNV1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
TRIQK_0___MIR548AA1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
TRIQK_0___MYC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
TRIQK_0___MYEOV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
TRIQK_0___NDUFB9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
TRIQK_0___OR2AK2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
TRIQK_0___OR2L3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
TRIQK_0___OR2T2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
TRIQK_0___OR2T33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
TRIQK_0___PCAT1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
TRIQK_0___PDE4DIP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
TRIQK_0___PIK3CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
TSNARE1_0___HHLA1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
TSNARE1_0___IRF2BP2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
TSNARE1_0___MYC,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
TTN_0___snoU13|ENSG00000238372.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
TTN_1___ACTN2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
TTN_1___AGO2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
TTN_1___ANGPT1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
TTN_1___ANO1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
TTN_1___ARC,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
TTN_1___BAG4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
TTN_1___BCL9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
TTN_1___CEP170,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
TTN_1___CNBD1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
TTN_1___EFR3A,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
TTN_1___ERLIN2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
TTN_1___FAM135B,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
TTN_1___FLG,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
TTN_1___FLG2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
TTN_1___GPR124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
TTN_0___snoU13|ENSG00000238901.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
TTN_0___ZNF703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
TTN_1___KCNV1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
TTN_0___TMEM71,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
TTN_0___NID1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
TTN_0___NIPAL2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
TTN_0___OR2T27,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
TTN_0___PHF20L1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
TTN_0___PTK2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
TTN_0___PVT1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
TTN_0___RAD21,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
TTN_0___RECQL4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
TTN_0___RGS7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
TTN_0___RN7SKP153,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
TTN_0___SCRIB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
TTN_0___SETDB1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
TTN_0___SLC39A4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
TTN_0___TAF2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
TTN_0___TMEM67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
TTN_1___GPT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
TTN_1___KIAA1429,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
TSNARE1_0___MYEOV,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
TTN_1___SETDB1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
TTN_1___SIPA1L2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
TTN_1___SLC26A7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
TTN_1___SLC45A4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
TTN_1___SNTB1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
TTN_1___SNX31,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
TTN_1___SPTA1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
TTN_1___UBR5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
TTN_1___WHSC1L1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
TTN_1___WISP1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
TTN_1___ZFAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
TTN_1___ZHX1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
TTN_1___ZNF623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
UBR5_0___ADCK5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
UBR5_0___ADCY8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
UBR5_0___ADSS,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
TTN_1___SHANK2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
TTN_1___RNF19A,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
TTN_1___MAPK15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
TTN_1___RECQL4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
TTN_1___MFSD3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
TTN_1___MTBP,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
TTN_1___MYC,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
TTN_1___MYEOV,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
TTN_1___NAPRT1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
TTN_1___NDRG1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
TTN_1___NLRP3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
TTN_1___OC90,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
TTN_1___ORAOV1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
TTN_1___PLEKHA6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
TTN_1___PROSC,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
TTN_1___PTK2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
TTN_1___RAB11FIP1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
TTN_1___RAD21,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
TTN_1___RAD54B,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
